name,color,ram,storage,camera clarity (megapixels),battery storage (MAh),category,positive review %,recent orders (K),discount %,price
Samsung Galaxy M14 5,Berry Blue, 4GB, 128GB Storage,50MP Triple Cam, 6000 mAh Battery ,Electronics,89% ,100K,17%,"14,990."
